receptor,smiles,vina
IDH1,O=C1Cc2cc(F)c(Oc3c(F)cccc3F)cc2C(=O)N1,-9.50
IDH1,CCc1cc(NC(C)=O)cc2c1C[C@@](C)(O)C=C2C,-8.90
IDH1,CC(=O)NC(=O)CN1CCc2c(ccc3c2[C@@H]2C[C@@H](CCN2C)C3)C1=O,-10.30
IDH1,COc1cc(N[C@H]2CCCCO2)cc2c1OCC[C@H]2O,-8.00
IDH1,Cc1cc2c(c3c1CC[C@@H](CC(=O)O)C3)CNC(=O)[C@H]2C,-9.80
IDH1,COc1ccc([C@]2(O)C(=O)C[C@@]3(C)C[C@H](O)[C@H]4CCCC(=O)[C@@H]2[C@@H]43)cc1,-9.50
IDH1,CC[C@H]1NC2=Nc3ccccc3[C@@H](OC(C)C)N2C(=O)[C@@H]1c1ccccc1,-9.60
IDH1,CCc1cc(NC(C)=O)cc2c1CC(C)(C)C=C2C,-9.30
IDH1,CC(=O)c1c(C(=O)O)cccc1N1C(=O)Nc2cccc3c2[C@H]1OCC3,-9.90
IDH1,COc1cc2c3c(c1)[C@](C)(C(=O)O)CC[C@H]3C(=O)N2,-8.10
IDH1,CC1=CCC2=CC(=O)N(Cc3ccc(C)cc3)CC2=C1,-9.20
IDH1,O=C1Cc2ccccc2C[C@H]1N1C(=O)Nc2cccc3c2[C@H]1OCC3,-10.40
IDH1,CC[C@@H]1[C@H](O)NC[C@H]1c1cc(F)cc(CC2CCCCC2)c1,-9.80
IDH1,C=CC=C(NC(=O)c1ccc(OC)cc1)c1ccccc1,-8.00
IDH1,CC(C)N1CCCN(C(=O)c2ccccc2)[C@H]([C@@H](C)O)C(=O)C1=O,-8.80
IDH1,C[C@H]1C[C@@H](N2C(=O)Nc3cccc4c3[C@H]2OCC4)C(=O)C[C@@H]1C(=O)O,-9.90
IDH1,CC1=C(O)[C@@]2(CCC1=O)Cn1c(nc3ccccc3c1=O)CN2CCCO,-8.80
IDH1,Cc1cccc(-c2c(O)ccc3c2[C@H]([C@H]2CC[C@@H](C(=O)O)CC2)CN(C)C3)c1,-9.40
IDH1,CC(C)[C@@H]1CCN(c2ccccc2)CCCN1C(=O)c1ccccc1,-9.50
IDH1,COc1ccc(F)c(Oc2cc3c(cc2F)C[C@H]2CCCN2C3)c1,-9.50
IDH1,CCOc1c(CC)cc(Nc2ccccc2F)cc1CO,-8.30
IDH1,CC(C)[C@@H]1CC(=O)N(C)CCCN1C(=O)c1ccccc1,-8.50
IDH1,Cc1ccc(CN2CC3=CC=CCC3=CC2=O)cc1,-9.30
IDH1,COc1ccc2c(c1)[C@H]1C=CC(O)=C3C(=O)C(=O)NC(=C31)C2=O,-9.80
IDH1,C[C@H](OC(=O)O)[C@@H]1C(=O)N(C)CCN1C(=O)c1ccccc1,-8.00
IDH1,C[C@]12C(=O)N[C@@H](c3ccc(F)cc3)C(=O)N1C[C@H]1CCC[C@H]12,-9.30
IDH1,COC(=O)c1cc(CCO)ccc1Oc1cccc(C(F)(F)F)c1,-8.90
IDH1,CO[C@@H]1CCN2C(=O)[C@H](c3ccc(F)cc3)NC(=O)[C@H]12,-8.00
IDH1,O=C(O)C[C@@H](O)N1CCc2cc(F)c(Oc3c(F)cccc3F)cc2C1,-9.30
IDH1,CCCN1Cc2nc3ccccc3c(=O)n2C[C@@H]1C(=O)OC,-8.40
IDH1,Cc1ccc2c(c1)Nc1cccc(C(=O)O)c1CC2,-9.00
IDH1,CC=Cc1c(C)c(O)cc(C)c1OCc1ccc2c(c1)OC=CO2,-9.10
IDH1,C[C@@H]1Nc2c(CN3CCCCC3)cccc2-c2ccccc21,-9.80
IDH1,CC1=CCC(Cc2cccc(NC(=O)CNC(=O)C(F)(F)F)c2)=CC1,-9.70
IDH1,CC1=C(c2ccccc2)C[C@H](C(N)=O)[C@H]1n1ccc2c(c1=O)CC(=O)OC=C2,-10.80
IDH1,COCc1cc2c(cc1C(N)=O)O[C@@](C)(COC(C)C)N(C)C2=O,-7.90
IDH1,COC1=C[C@@]2(C)C(=O)C[C@@]34C[C@@H](Cc5ccccc53)Cc3cc(O)c(c2c34)C1,-9.10
IDH1,CC1=C(c2ccccc2)C[C@H](C(=O)O)[C@H]1n1ccc2c(c1=O)CC(=O)OC=C2,-11.10
IDH1,Cc1cc([C@@H]2CCC[C@H]2[C@H](C)c2ccccc2)nc(C)n1,-9.40
IDH1,C[C@]1(C[C@@H](Nc2ccccc2)c2ccccc2)CCC(=O)C1,-9.60
IDH1,C[C@H](Cc1ccccc1)NC1=NC=NC2=NC([C@H](F)C(=O)F)=CC21,-9.30
IDH1,CCOc1c(CC)cc(Nc2ccc(OC)cc2)cc1CO,-7.90
IDH1,O=C1C[C@@H]2Nc3ccc(F)cc3C(=O)[C@]23C[C@@H]2C[C@H]4C(=O)C[C@@H]2[C@@H]3[C@@H]14,-11.40
IDH1,O=C1C=CCC(Cc2cccc(NC(=O)N[C@H]3c4ccccc4C[C@@H]3F)c2)=C1,-11.00
IDH1,CC[C@H]1[C@H]([C@]23CC[C@H](C)[C@H]2CCc2c(F)cccc23)CCN1C(=O)O,-10.40
IDH1,CNC(=O)c1cccc2c1[C@H](C)NC1=Nc3ncc(F)cc3[C@@H](C)N12,-10.20
IDH1,Cc1ccc2c(c1)C[C@H](C(N)=O)[C@H]2n1ccc2c(c1=O)CC(=O)OC=C2,-11.10
IDH1,CN1[C@H](CCO)Cn2c(nc3ccccc3c2=O)[C@@H]1O,-7.80
IDH1,Cc1cccc(C[C@@H](C)NC2=NC=NC3=NC([C@H](F)C(=O)F)=CC32)c1,-9.50
IDH1,C[C@]12C(=O)N[C@@H](c3ccc(F)cc3)C(=O)N1CC1=CC=CC[C@H]12,-9.90
IDH1,COC1=CC(Cl)=CC2C=c3c(nc4cccc(=O)n34)C=C12,-9.10
IDH1,CC[C@H]1NC2=Nc3ccccc3[C@@H](OC(C)C)N2C(=O)[C@@H]1c1ccccc1OC,-9.40
IDH1,O=c1c2ccccc2nc2n1C[C@@]1(CC=CC(CO)=C1O)N1CCC[C@@H]21,-9.90
IDH1,CCC[C@H](NC(C)=O)[C@@H](O)CCc1cccc(C)c1,-8.20
IDH1,COC1=CC2C=c3c(nc4cccc(=O)n34)C=C2C(OC)=C1,-8.90
IDH1,CC=Cc1c(C)ccc(C)c1OCc1ccc2c(c1)OCCO2,-9.00
IDH1,COc1ccc([C@]2(O)C(=O)C[C@@]3(C)C[C@H](O)[C@]45CC[C@H](CC(=O)[C@@H]2[C@H]34)C5)cc1,-10.60
IDH1,CC[C@H]1CN(C)C(=O)[C@H]2Cn3c(nc4ccccc4c3=O)CN12,-9.30
IDH1,COc1ccc([C@]2(O)C(=O)C[C@@]3(C)CC[C@@]45CC[C@@H](C[C@H]4O)C(=O)[C@@H]2[C@H]35)cc1,-10.20
IDH1,CC(C)=CC1=C2CN3C(=O)[C@H](c4ccc(F)cc4)NC(=O)[C@]3(C)[C@@H]2CC(=O)C1,-9.80
IDH1,O=C(O)C=Cc1ccc(F)cc1-c1cncc2c1CC[C@H]2CC(=O)O,-10.10
IDH1,NC(=O)[C@H]1c2cc(Oc3c(F)cccc3F)c(F)cc2CCN1C(=O)C1C=CC=C1,-11.40
IDH1,COCCN1C[C@H]([C@]23CC[C@H](C)[C@H]2CCc2c(F)cccc23)CC1=O,-8.70
IDH1,CNC(=O)[C@H]1Cn2c(nc3ccccc3c2=O)CN1C,-8.30
IDH1,Cc1cc(O)ccc1CCCn1cc2ccccc2cc1=O,-9.60
IDH1,C[C@]12CCC[C@H]1CC(=O)[C@H](N1C(=O)Nc3cccc4c3[C@H]1OCC4)C2,-10.90
IDH1,Cc1ccc2c(c1)Nc1cc(F)cc(C(=O)O)c1CC2,-9.30
IDH1,CN(C(=O)c1ccccc1)[C@@H]1COC(=O)OCc2c(C(=O)O)ccn2C1=O,-9.50
IDH1,CC(C)(C)c1cc(=O)oc2ccc(CO)cc12,-8.20
IDH1,CC(C)(C)C1=C[C@H](n2ccc3c(c2=O)CC(=O)OC=C3)C(C(=O)O)=C1,-9.80
IDH1,CN1CC[C@H]2Cc3ccc4c(c3[C@@H]1C2)CCN(CC(=O)NC(N)=O)C4=O,-10.00
IDH1,COc1cccc(CN2CCc3c(ccc4c3[C@@H]3C[C@@H](CCN3C)C4)C2=O)c1C,-11.10
IDH1,CC(C)(C)[C@H]1C(=O)Nc2ccccc2C(=O)c2cccc3c2N[C@@H]1CC3,-8.90
IDH1,CC[C@@H](C(=O)NC)n1ccc2c(C(C)=O)cc(=O)[nH]c2c1=O,-8.10
IDH1,NC(=O)C1=Cc2ccccc2[C@@H]1n1ccc2c(c1=O)CC(=O)OC=C2,-9.50
IDH1,O=C1C=C2CCC3=CC=CCC3=C2[C@H]2C[C@H](c3c(F)cccc3CCO)CCN12,-10.30
IDH1,C[C@H]1C(N)=N[C@H](C(=O)O)CN1C(=O)c1ccccc1,-8.30
IDH1,COc1cccc2c1[C@@H](O)C[C@@H]1CC[C@H]3CCc4c(F)cccc4[C@]231,-9.60
IDH1,O=C1CCc2ccccc2[C@@H](O)N1c1ccccc1-c1ccc(O)cc1,-10.20
IDH1,CC1=C(O)CCN(C(=O)c2ccccc2)[C@@H]2C[C@H](C)CC[C@H]2[C@H]1C,-8.90
IDH1,COCc1cc2c(cc1Cn1ncnc1O)O[C@@](C)(COC)N(C)C2=O,-7.90
IDH1,CN1CCNC(=O)C[C@@H]2Nc3c(cccc3-c3ccccc32)C1,-10.40
IDH1,COC1=C2CCc3ccc(C)cc3N[C@@H]2CC=C1,-9.00
IDH1,COC(=O)[C@H]1C=N[C@H](C(=O)O)CN1C(=O)c1ccccc1,-7.60
IDH1,NC(=O)[C@H]1Cc2ccccc2[C@@H]1n1ccc2c(c1=O)CC(=O)OC=C2,-10.30
IDH1,CCc1c(C(N)=O)c(O)cc2ccccc12,-8.00
IDH1,COc1cc2c3c(c1)C(C)(C)CC[C@H]3[C@H](O)N2,-8.00
IDH1,Fc1cc2c(cc1Oc1c(F)cccc1F)[C@@H]1CCCN1CC2,-9.40
IDH1,COCc1cc2c(cc1C(F)(F)F)O[C@@](C)(COC(C)C)N(C)C2=O,-7.80
IDH1,CC1=C(C(C)(C)C)C=C(C(=O)O)[C@H]1n1ccc2c(c1=O)CC(=O)OC=C2,-8.80
IDH1,Fc1cc2c(cc1Oc1c(F)cccc1F)CN([C@H]1CCCCO1)CC2,-10.00
IDH1,CCOc1c(C)cc(Nc2ccc(OC)cc2)cc1CN1CCO[C@@H](C)C1=O,-8.80
IDH1,CC1=C(C(C)(C)C)C=C(C(N)=O)[C@H]1n1ccc2c(c1=O)CC(=O)OC=C2,-9.50
IDH1,C[C@]12C(=O)N[C@@H](c3ccc(F)cc3)C(=O)N1CC1=C(C(=O)O)CC(=O)C[C@H]12,-9.90
IDH1,COCc1cc2c(cc1Cn1cncn1)O[C@@](C)(COC)N(C)C2=O,-7.50
IDH1,CCc1ccc(OC)nc1CN1CCc2c(ccc3c2[C@@H]2C[C@@H](CCN2C)C3)C1=O,-10.70
IDH1,CC(=O)N[C@@H]1c2nc3c4c5c(ccc(c25)C2=CNC(=O)[C@H]21)CC[C@H]4CCCC3,-10.40
IDH1,CC(=O)C1=CC=C(C(N)=O)[C@@H](n2ccc3c(c2=O)CC(=O)OC=C3)C1,-9.40
IDH1,C[C@@]12CCCC[C@H]1c1cc(Cc3ccccc3CN)ccc1CC2,-10.90
IDH1,C[C@H]1C[C@H]2C(=O)N[C@@H](c3ccc(F)cc3)C(=O)N2CC[C@@H]1O,-9.50
IDH1,C[C@]12C[C@H](O)[C@@H]3C[C@H]1C[C@@]14C(=O)c5cc(F)ccc5N[C@H]1CC(=O)[C@@H]3[C@@H]24,-11.20
IDH1,C[C@@]12CCCc3c4c5c(c(c31)CCC2)C[C@@H](C(=O)O)[C@@H]1NC[C@H](CC4)[C@H]51,-11.40
IDH1,CC(=O)N[C@@H]1c2nc3c4c5c(ccc(c25)C2=CN[C@H](C)[C@H]21)CC[C@H]4CCCC3,-10.60
IDH1,C[C@H]1CNC(=O)Cc2ccc([C@]34CCC[C@H]3CCc3c(F)cccc34)cc21,-11.70
IDH1,CC(=O)N1CC[C@@H]2C(=O)N(c3ccccc3)C[C@@H]3CC[C@@](c4ccccc4)(C1=O)N32,-10.10
IDH1,COc1ccc(C(N)=O)c2c1[C@@H](C(=O)O)C=CC2,-8.00
IDH1,C=C1c2ccc3c4c5c(nc(c24)[C@H]2NC(=O)[C@H](CO)[C@@H]12)CCCC[C@@H]5CC3,-10.20
IDH1,CC1=C2CNC(=O)[C@H]2C[C@H](Nc2ccccc2)C1,-8.80
IDH1,COc1cc(CO)cc(Nc2ccccc2CCC(C)C)c1,-8.10
IDH1,C[C@@]12CCCC[C@H]1c1cc(Cc3ccccc3CO)ccc1CC2,-11.10
IDH1,CCCNC(=O)[C@@H](NC(=O)Cc1ccccc1O)c1ccccc1,-8.80
IDH1,Cc1ccccc1CCCn1cc2ccccc2cc1=O,-9.60
IDH1,C[C@H]1Nc2nc3ncc(F)cc3c(=O)n2C2=CCC3=CC=CCC3=C21,-12.20
IDH1,CC=CC=CC1=CCCC(F)=C1CNC(=O)c1ccc(OC)cc1,-9.20
IDH1,Cc1ccccc1N(CCCCCCO)C(=O)c1ccccc1,-7.30
IDH1,O=C(c1nc2cc(O)c(O)c3c2n(c1=O)CCC3)N1CCCCC1,-9.30
IDH1,O=C1Cc2c(ccn(C3=CC=C[C@H]3c3ccccc3F)c2=O)C=CO1,-9.90
IDH1,O=C(O)C1(C2=C[C@@]34c5cccc(F)c5CC[C@@H]3CC[C@H]4C[C@@H]2O)CCCC1,-11.20
IDH1,NC(=O)c1ccc([C@]23CCC[C@H]2CCc2c(F)cccc23)cc1C1CCCC1,-10.60
IDH1,CC(=O)N1CC[C@@H]2C(=O)N[C@@](C)(C(=O)O)[C@@H]3CC[C@@](c4ccccc4)(C1=O)N23,-9.30
IDH1,COc1ccc(C(=O)NCC(=O)Nc2cccc(CC3=CCC=CC3)c2)cc1,-10.10
IDH1,O=C1NCC[C@@H]2Cc3nc4c5c6c(ccc(c36)[C@H]12)CC[C@H]5CCCC4,-11.70
IDH1,COC[C@]1(C)Oc2cc(CN3CN(C)NC3=O)c(CO)cc2C(=O)N1C,-8.10
IDH1,C[C@@H](O)CO[C@@H]1CC(=O)[C@@]23CC=C[C@@H](CCO[C@H]12)C3,-8.20
IDH1,O=C(O)c1cccc(C(F)(F)F)c1,-7.10
IDH1,CC=Cc1c(C)ccc(C)c1OCc1ccc2c(c1)OC=CO2,-9.20
IDH1,NC(=O)C1=CC(=O)CC[C@@H]1n1ccc2c(c1=O)CC(=O)OC=C2,-10.10
IDH1,O=c1c2ccccc2nc2n1C[C@H]1C[C@H](O)CCN1[C@H]2O,-9.20
IDH1,C[C@H]1CC[C@@H]2CN1Cc1cc(Oc3c(F)cccc3F)c(F)cc12,-10.10
IDH1,CN1C[C@H](C(=O)O)[C@H]2C[C@@]3(C[C@H]21)OC(=O)N([C@@]1(C)CC[C@@H]2CCC[C@H]2C1)C3=O,-9.80
IDH1,COCc1cc2c(cc1C(=O)N(C)C)O[C@@](C)(COC(C)C)N(C)C2=O,-7.70
IDH1,CC=C1C=C2COC(=O)OC[C@@H](N(C)C(=O)c3ccccc3)C(=O)N2CC1,-9.10
IDH1,CC1(C)CCOc2cc(C(=O)O)ccc21,-7.60
IDH1,C[C@H]1CC[C@@H]2CNCC(=O)c3ccc(F)cc3Cc3c(O)ccc1c32,-11.10
IDH1,CCCOC[C@]1(C)Oc2ccc(CC(F)(F)F)cc2C(=O)N1C,-8.60
IDH1,COc1cc(C)cc(CN2CCc3c(ccc4c3[C@@H]3C[C@@H](CCN3C)C4)C2=O)c1C,-11.50
IDH1,COCc1cc2c(cc1Cn1cc(C(=O)O)cn1)O[C@@](C)(COC)N(C)C2=O,-8.00
IDH1,COc1cc(CO)cc(Nc2cccc3ccccc23)c1,-8.80
IDH1,COCc1cc2c(cc1CN(C)C(=O)OC)O[C@@](C)(COC)N(C)C2=O,-7.30
IDH1,COc1ccc(N)c(C(C)C)c1,-5.90
IDH1,CC1=CCC=C2C(=O)C[C@@H]3C(=C12)CN1C(=O)[C@H](c2ccc(F)cc2)NC(=O)[C@]31C,-11.80
IDH1,C[C@@H]1C=CC=C2C(=O)C[C@@H]3C(=C21)CN1C(=O)[C@H](c2ccc(F)cc2)NC(=O)[C@]31C,-11.50
IDH1,NC(=O)Cc1c(O)ccc2c1[C@H]([C@H]1CC[C@@H](C(=O)O)CC1)CCC2,-8.70
IDH1,CC=C[C@H]1C[C@H](NC(=O)Nc2cccc(CC3=CC(=O)C=CC3)c2)[C@@H](F)C1,-9.90
IDH1,Cc1cc(O)c2c(c1)C[C@H](C(N)=O)[C@H]2n1ccc2c(c1=O)CC(=O)OC=C2,-9.80
IDH1,CC1=C2CNC[C@H]2C[C@H](Nc2ccccc2)C1,-8.30
IDH1,CCCC[C@H]1Cc2cc(F)c(Oc3c(F)cccc3F)cc2C(=O)N1C,-9.40
IDH1,O=C1Nc2cccc3c2[C@@H](OCC3)N1c1cccc2c(O)cccc12,-10.30
IDH1,CC[C@H](O)c1cccc(F)c1[C@@H]1CCN2C(=O)C=C3CCC4=CC=CCC4=C3[C@H]2C1,-10.90
IDH1,COC1=C[C@@]2(C)C(=O)C[C@]34C[C@H](CC=C3C2=CC1=O)Cc1ccccc14,-10.60
IDH1,Cc1ccc2c(c1)Cc1c(O)ccc3c1[C@H](CCC3)CNC2,-9.80
IDH1,O=C1CCN2Cc3nc4ccccc4c(=O)n3C[C@H]2C1,-9.00
IDH1,COC[C@]1(C)Oc2cc3c(cc2C(=O)N1C)[C@@H](O)CO[C@H]1[C@H](O)CCN1C3,-8.90
IDH1,Cc1ccc2c(c1)Cc1c(O)ccc3c1[C@H](CCC3)CNCC2,-9.90
IDH1,CC(C)(O)c1ccc2c(c1)OCCC2(C)C,-7.80
IDH1,C[C@@H]1c2cc(F)cnc2N=C2N[C@H](C)C3=C4C(=O)C=C[C@H](CC(=O)O)[C@@H]4CC=C3N21,-10.70
IDH1,CC(C)=C1C[C@H](O)[C@H](C2=CC=c3c(nc4cccc(=O)n34)C2)N(C)C1=O,-10.30
IDH1,C[C@@]12CCC[C@@H]1CCc1ccc(-c3cnccn3)cc12,-9.70
IDH1,C=C([C@H](N)c1c(F)ccc2c1OCC(C)(C)O2)n1ccc2c(c1=O)CC(=O)OC=C2,-10.70
IDH1,CCC[C@H](NC(C)=O)[C@@H](O)[C@@H]1C[C@@H]2CCCC[C@]2(c2cccc3c2N3C)C1,-9.60
IDH1,C[C@@H](O)[C@@H]1C(=O)C(=O)N(CC(=O)O)CCCN1C(=O)c1ccccc1,-8.30
IDH1,Cc1ccccc1Cc1ccc2c3c4c(nc(CC(N)=O)c13)CCCC[C@@H]4CC2,-10.60
IDH1,COc1cc(CO)cc(Nc2ccccc2-c2ccccc2)c1,-9.20
IDH1,Cc1ccc2c(c1)Cc1c(O)ccc3c1[C@H](CCC3)CN=NC2,-10.80
IDH1,COC[C@]1(C)Oc2cc(CN3CC=C(C(=O)O)C3)c(CO)cc2C(=O)N1C,-8.80
IDH1,CC(=O)N1CC[C@@H]2C(=O)N3CCCC[C@@]3(C)[C@@H]3CC[C@@](c4ccccc4)(C1=O)N23,-11.10
IDH1,CN1CC[C@H]2Cc3ccc4c(c3[C@@H]1C2)CCN(C(C)(C)C)C4=O,-10.10
IDH1,CC1=C(C(=O)O)C[C@H](C(N)=O)[C@H]1n1ccc2c(c1=O)CC(=O)OC=C2,-9.90
IDH1,C[C@@H](C1=CC(=O)C=CC1)c1cccc(NC(=O)[C@H]2C[C@@H]3CCC[C@H](O)[C@H]3C(=O)N2)c1,-10.90
IDH1,C[C@H]1Nc2nc3ncc(F)cc3c(=O)n2C2=CC[C@H]3C(=C21)C(=O)C=C[C@@H]3C(=O)O,-11.30
IDH1,Cc1ccc(C(N)=O)c2c1[C@@H](C(=O)O)C=CC2,-8.30
IDH1,CC(C)=C(O)C1=C2CN3C(=O)[C@H](c4ccc(F)cc4)NC(=O)[C@]3(C)[C@@H]2CC(=O)C1,-10.90
IDH1,CCC1=C2C(=O)C=CC(C(N)=O)=C2CC=C1,-8.30
IDH1,O=C1N[C@@H]2c3nc4c5c6c(ccc(c36)C3=CCCC[C@@H]1[C@@H]32)CC[C@H]5CCCC4,-12.40
IDH1,CCCc1cnoc1C(=O)Nc1ccccc1C(=O)c1cccc(C)c1,-9.20
IDH1,CC(C)=C1C=CC(=O)C2=C3C(=CC[C@H]21)n1c(nc2ncc(F)cc2c1=O)N[C@@H]3C,-11.00
IDH1,Cc1ccc2c(c1)[C@@H]1O[C@H](C2)NC[C@H]2CC[C@H](C)c3ccc(O)c1c32,-8.10
IDH1,CCC[C@H](NC(C)=O)[C@@H](O)C1=CC=C2CCC[C@]2(c2cccc3c2N3C)C1,-10.20
IDH1,CCCNC1=NC=NC2=NC([C@H](F)C(=O)F)=CC21,-7.50
IDH1,O=C(O)C[C@H]1CCc2c(ccc3c2[nH]c2ccccc23)C1,-10.00
IDH1,CCC(=O)Nc1cc(C)ccc1[C@@H](C)NC(=O)CCNC(C)=O,-8.00
IDH1,Cc1cc(F)ccc1CCCn1cc2ccccc2cc1=O,-9.90
IDH1,CCC[C@H]1CC[C@](C)(N2C(=O)O[C@]3(C[C@@H]4C(=O)CCN(C)[C@@H]4C3)C2=O)CC1,-9.40
IDH1,CN1CC2=C(C(N)=O)[C@@H](O)[C@@H]3CC[C@@]4(CC[C@@H](C1=O)C24)C3,-9.10
IDH1,CCCOC[C@]1(C)Oc2cc(C(F)(F)F)c(COC)cc2C(=O)N1C,-8.00
IDH1,COc1cc(N[C@H]2CCCCO2)cc(C(O)O)c1,-7.20
IDH1,CCC[C@@H](CC)NC1=NC=NC2=NC([C@H](F)C(=O)F)=CC21,-7.80
IDH1,O=C1C[C@@]23CNC=C2c2ccc4c5c6c(nc(c25)[C@H]3N1)CCCC[C@@H]6CC4,-11.00
IDH1,Cc1ccc(Cl)c(C(=O)NCC(=O)Nc2cccc(CC3=CCC=CC3)c2)c1,-10.50
IDH1,CC1=CCC(Cc2cccc(NC(=O)CN[C@H](C)[C@H]3CCN(C)[C@@H]3C)c2)=CC1,-9.90
IDH1,COC1=C[C@@]2(C)C(=O)C[C@]34C[C@H](CC=C3C2=CC1)Cc1ccccc14,-10.00
IDH1,CC1(C)CC[C@@]2(CCC(=O)c3ccccc32)CC1=O,-9.40
IDH1,CN(C)C(=O)c1cccc2c1C(C)(C)Nc1nc3ncc(F)cc3c(=O)n1-2,-11.50
IDH1,NC(=O)[C@H]1CC(C(=O)O)=C[C@@H]1n1ccc2c(c1=O)CC(=O)OC=C2,-9.40
IDH1,CCC[C@H](NC(C)=O)[C@@H](O)C1=CC=C2OCCC[C@]2(c2cccc3c2N3C)C1,-9.30
IDH1,CC(C)NC(=O)c1nc2cc(O)c(O)c3c2n(c1=O)CCC3,-8.60
IDH1,NC(=O)C1=CC=C(C(=O)O)C[C@@H]1n1ccc2c(c1=O)CC(=O)OC=C2,-9.30
IDH1,CC=CC[C@H]1Cc2cc(F)c(Oc3c(F)cccc3F)cc2C(=O)N1C,-9.90
IDH1,CC(=O)N1CC[C@@H]2C(=O)N3CCOC[C@@]3(C)[C@@H]3CC[C@@](c4ccccc4)(C1=O)N23,-10.40
IDH1,C[C@@H]1C(O)=CC=C2C(=O)C[C@@H]3C(=C21)CN1C(=O)[C@H](c2ccc(F)cc2)NC(=O)[C@]31C,-11.50
IDH1,C[C@]12C[C@H](O)C(C(=O)O)=C[C@H]1c1occc1C(=O)N2,-7.90
IDH1,O=C1C[C@@H]2CC[C@H](O)[C@H](C3=CC=c4c(nc5cccc(=O)n45)C3)N2C(=O)N1,-10.50
IDH1,O=C1NC2=C3C(=C(O)C=C[C@@H]3c3cc(C(=O)O)ccc3C2=O)C1=O,-10.20
IDH1,C[C@H]1COc2cc3c(cc2O1)C(C)(C)NC(=O)N3,-8.50
IDH1,COc1cc(Cl)cc(CN2CCc3c(ccc4c3[C@@H]3C[C@@H](CCN3C)C4)C2=O)c1C,-11.50
IDH1,C=C1C(=O)N(c2ccccc2-c2ccc(O)cc2)[C@H](C)C=C1NC=O,-8.90
IDH1,O=S1(=O)NC=C2c3c1ccnc3[C@@H](O)N1CCCC[C@@H]21,-9.20
IDH1,Cc1cc2c(c3c1CCC(C)(C)C3)CNC(=O)C2,-10.10
IDH1,O=C1Nc2cccc3c2[C@@H](OCC3)N1c1cccc2c(O)c(F)ccc12,-10.70
IDH1,CCO[C@@H]1[C@@H](C(=O)O)C(=O)[C@]2(C)CCO[C@H]12,-6.60
IDH1,CCOc1c(CC)cc(Nc2ccc(O)cc2)cc1C(=O)O,-8.30
IDH1,C[C@@H]1C(=O)N[C@@H]2OC(=O)[C@@]3(C)C=CC4=CCC(=C4[C@@H]23)C=C1C(=O)O,-10.80
IDH1,CC=C[C@H]1CC[C@]2([C@@H]3c4ccccc4C[C@H]3C(=O)O)c3cccc(F)c3CC[C@H]12,-9.40
IDH1,C1=C2c3ccc4c5c6c(nc(c35)[C@H]3NC[C@H](CNC1)[C@@H]23)CCCC[C@@H]6CC4,-12.00
IDH1,Cc1ccc2[nH]c(=O)c(F)cc2c1,-7.60
IDH1,O=C(O)CCCc1cc([C@]23CCC[C@H]2CCc2c(F)cccc23)ccc1CC(=O)O,-9.50
IDH1,C[C@@H](C1=CCC=CC1)c1cccc(NC(=O)[C@H]2C[C@@H]3CCC[C@H](O)[C@H]3C(=O)N2)c1,-11.50
IDH1,CC1(C)NC(=O)Nc2cc3c(cc21)OCCO3,-7.90
IDH1,COCc1cc2c(cc1CN1CC(C(=O)O)=NC1=O)O[C@@](C)(COC)N(C)C2=O,-8.40
IDH1,CNC(=O)Cc1nc2c3c4c(ccc(Cc5ccccc5C)c14)CC[C@H]3CCCC2,-10.70
IDH1,O=C1NC2=C3C(=C(O)C=C[C@@H]3c3cc(C(=O)O)ccc3C2)C1=O,-10.60
IDH1,Cc1cc2c(c3c1CC[C@@](C)(O)C3)CNC(=O)C2,-9.50
IDH1,CC1=C[C@H]2O[C@H]3OC[C@@H](O)[C@@H]4CC=CC(=C34)[C@]23c2cccc(F)c2CC[C@H]13,-10.70
IDH1,CC1(C)Nc2nc3ncc(F)cc3c(=O)n2-c2cccc(C(=O)N3CCCC3)c21,-11.60
IDH1,O=C(O)c1cc(O)c2cc(Nc3ccccc3)ccc2c1F,-9.20
IDH1,CC(=O)N1CC[C@@H]2C(=O)N3C[C@H](O)C=C[C@@]3(C)[C@@H]3CC[C@@](c4ccccc4)(C1=O)N23,-10.60
IDH1,C[C@H]1C[C@]2(C=C3CC[C@H]4CCC[C@@]3(C4)[C@](C)(O)C2=O)[C@H](O)CC1=O,-10.50
IDH1,O=C(O)N[C@@H]1c2nc3c4c5c(ccc(c25)C2=CNC[C@H]21)CC[C@H]4CCCC3,-10.20
IDH1,CC(=O)N1CC[C@H](C(=O)Nc2cccc(CC3=CCC(C)=CC3)c2)N[C@H](CO)C1,-9.60
IDH1,NC(=O)N[C@@H]1c2nc3c4c5c(ccc(c25)C2=CNC[C@H]21)CC[C@H]4CCCC3,-10.30
IDH1,COc1cc2c3c(c1)C(C)(C)CC[C@H]3C=N2,-7.90
IDH1,CCC[C@@H](OC)c1cc(CC(=O)O)ccc1Oc1cccc(C(=O)O)c1,-8.00
IDH1,CCn1c(C(=O)OC(=O)O)cc2nc(OC)cc(C)c2c1=O,-8.00
IDH1,CCc1c(CCC(=O)O)ccc(O)c1C(N)=O,-7.00
IDH1,CCC[C@@]1(C)CC[C@@]2(CCC(C)(C)C(=O)C2)c2ccccc21,-9.40
